index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://de.euronews.com/my-europe/2022/03/23/europa-muss-gas-geben-um-gas-zu-bekommen,https://de.euronews.com/my-europe/2022/03/23/europa-muss-gas-geben-um-gas-zu-bekommen,0,de.euronews.com,"Europa muss Gas geben, um Gas zu bekommen | Euronews",Der Ukraine-Krieg beschert Europa eine Energiekrise - und die Erkenntnis: Die EU-Staaten müssen gemeinsam handeln. #EuropeNews,https://static.euronews.com/articles/stories/06/56/31/00/1000x563_cmsv2_ab9d27cf-eba4-51eb-8b6f-a86a369f4cd2-6563100.jpg,2022-03-23 20:06:38,https://web.archive.org/web/20220323191558/https://de.euronews.com/my-europe/2022/03/23/europa-muss-gas-geben-um-gas-zu-bekommen,,,de,'Gas'
