index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.dw.com/de/energiekrise-am-kap-als-chance-für-deutsche-investoren/a-60379488?maca=de-rss-de-eco-1018-xml-mrss,https://www.dw.com/de/energiekrise-am-kap-als-chance-für-deutsche-investoren/a-60379488?maca=de-rss-de-eco-1018-xml-mrss,0,www.dw.com,Energiekrise am Kap als Chance für deutsche Investoren | Wirtschaft | DW | 10.01.2022,Südafrika erhält Milliarden für den Energie-Umbau. Bisher verpesten veraltete Kohlekraftwerke die Umwelt. Sie sollen durch alternative Energien ersetzt werden. Deutsche Investoren stehen bereit. Doch es gibt Widerstände.,https://static.dw.com/image/59618266_6.jpg,2022-01-14T20:04:31Z,https://web.archive.org/web/20220114200431/https://www.dw.com/de/energiekrise-am-kap-als-chance-f%C3%BCr-deutsche-investoren/a-60379488?maca=de-rss-de-eco-1018-xml-mrss,,,de,'Kohle'
