day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2022-09-26,0.6547855037897699,0.8328940643942777,0.049411678407475214,0.8201112236871673,9.0
2022-09-27,-0.21166979843654748,1.289081849323693,-0.4394667490748187,0.24822730823697703,5.0
2022-09-28,-0.033882692252175245,1.1504635697386385,0.753041761882474,1.6278629021365325,8.0
2022-09-29,0.2500273773678066,0.8237159023230466,-0.2982683148333287,0.5133962002082987,11.0
2022-09-30,0.19777834118157459,0.9097855763960967,-0.05870407535131178,0.7300678640572965,23.0
2022-10-01,0.15114484910970052,1.24982790855818,0.051930966020556024,0.8603593069171571,11.0
2022-10-02,0.6466237416463316,1.099313318268299,-0.02161228364793083,0.8727775294274361,9.0
2022-10-03,-0.8987726624625282,0.5011978852979225,-0.3853648688791112,0.4946455614249836,7.0
2022-10-04,-0.048130409691326585,0.795478842546788,-0.0015857975602073487,0.8540086561409644,14.0
2022-10-05,-0.33450748846752143,1.2237334011566758,-0.1114805194800322,0.8918056261583651,20.0
2022-10-06,-0.04912890206577733,0.9892792629366011,-0.21450555393707263,0.586463506556184,21.0
2022-10-07,-0.04281756157481391,0.6129789519258063,0.4999420701780745,1.6089746806657508,28.0
2022-10-08,-0.08725974432689272,1.1726026827699227,-0.5224268330135416,0.1287220559504374,14.0
2022-10-09,0.028022947927414058,0.7467983543552755,-0.06700582827460234,0.9103471233614137,15.0
2022-10-10,-0.17222433684187113,1.3232295697695904,0.2358025263139016,0.9833123644210415,19.0
2022-10-11,0.10573212555963826,0.9630246122057057,0.1847110134567723,0.9370253305930826,28.0
2022-10-12,-0.00344975247884117,0.7978497034679528,-0.35062383926947893,0.3768445476354124,27.0
2022-10-13,-0.15181770868122685,1.0461441352348853,-0.35203848443679064,0.462209333636185,28.0
2022-10-14,-0.04013584206721537,0.856624274114387,-0.2730850416301247,0.6867792532478185,29.0
2022-10-15,0.3828875449856553,1.1435630397857919,0.35786531705925706,1.146316994892891,21.0
2022-10-16,-0.017506437183861374,0.908433003584237,0.2602038480362695,1.1815447203088312,28.0
2022-10-17,-0.014037058158464878,1.0807676775351316,0.10205376718183892,1.1383832693482752,32.0
2022-10-18,-0.02280863970754233,1.0303036207317389,-0.1721224300544311,0.6502694375137121,21.0
2022-10-19,-0.2535322848726838,1.0059830079972778,-0.17659886872774158,0.8069445054286603,21.0
2022-10-20,-0.3261669537690792,1.1283066015736916,0.6201675256514796,1.6068613950271895,16.0
2022-10-21,0.10478590159064581,0.9026910000123154,-0.11848938359812333,0.8791720575054183,41.0
2022-10-22,0.20137443466764307,1.5114357593551444,-0.448808477185961,0.3343939846740337,12.0
2022-10-23,-0.08606598837298525,0.7855158817519059,-0.039977526528891916,0.7447007357484278,17.0
2022-10-24,-0.02802133063641925,1.0838911178152493,-0.05053920981811717,0.8733919024487578,29.0
2022-10-25,0.18255153620649386,0.6481528115002251,0.6258798403989319,1.358620424251631,15.0
2022-10-26,0.21190717103277848,0.4190140851365103,-0.29273718766483714,0.5891096365044852,16.0
2022-10-27,-0.00036996958725211797,0.9053303932286406,-0.03772342820018165,1.1117276372331049,65.0
2022-10-28,0.3099257850671907,0.9877206414710821,-0.06142053125959485,0.8596270504572496,28.0
2022-10-29,0.023881983659872565,1.0248769891126395,-0.0375011878627589,0.7322129153274016,15.0
2022-10-30,0.03037921307794978,1.0163719522109964,0.14497409933428942,0.777144824956822,17.0
2022-10-31,0.21916101054057632,0.9412144945444658,0.28581358580672916,0.9765777671500563,25.0
2022-11-01,-0.022252350218024866,0.9187509129473725,-0.08640680300169712,0.8559706875707068,69.0
2022-11-02,-0.14731722725481683,1.0544052053092072,-0.048155533679462285,0.8082424374485346,16.0
2022-11-03,-0.1219092625464857,1.0134163036880455,0.3361221566835967,1.019948627671344,24.0
2022-11-04,-0.11075034165474121,0.8334747502776214,-0.33803790872179285,0.6078103165647882,30.0
2022-11-05,0.153586646555803,0.7540121418714911,-0.16483796059576275,0.8327283276398455,11.0
2022-11-06,-0.07314649739831268,1.3779452166646116,-0.3202639867439191,0.7956372349302094,13.0
2022-11-07,0.17150014797449123,0.984993157195742,0.502751570472702,1.4701472290454158,17.0
2022-11-08,-0.4077639178727731,0.5127404160621963,0.47726629192499676,1.2053794305572894,14.0
2022-11-09,0.30464097316168687,0.8494761183079049,-0.10030921700380634,1.0758600382924883,18.0
2022-11-10,-0.37401211321568323,0.4288861371643122,-0.17433321583874847,0.5222377554903725,13.0
2022-11-11,-0.1005897106701152,0.6749005493588827,-0.2509655421082277,0.6534465126252669,12.0
2022-11-12,-0.09820532350660559,0.9468192650540634,-0.05168041126195376,1.1704447421893411,22.0
2022-11-13,-0.06096815983842081,0.9467007925087005,0.13206367501920338,1.0019124624830549,71.0
2022-11-14,0.3572740762669136,1.2200941011517092,0.19635544596078977,1.1187563183751896,12.0
