,summary,Fossile Energie,Politik,Gesundheit,Armut,word
Problem,5.581695301032398,0.1235844462942298,-0.13226465179513938,0.23248143387354028,-0.9766080392695379,Problem
das problem,2.5829475632537737,-0.06247653658474614,-0.3640452628700437,1.0030427683200407,-0.20604670482303747,das problem
besteht,2.9058316906886095,0.032731566210522506,-0.4818336952844296,0.8755723151728115,-0.32383513723742324,besteht
problem besteh,2.524535634052187,-0.07891990798411079,-0.34117118818539943,1.0162348222718416,-0.18317263013839313,problem besteh
jedoch,9.011816858694598,0.20739617681844452,-1.6136507501026514,-0.26556892108686725,0.6300891419029319,jedoch
besteh jedoch,2.479813228047985,-0.09147908585988207,-0.323297295747044,1.0247845332687402,-0.16529873770003767,besteh jedoch
darin,3.3969742874633835,-0.2159901868389787,0.25620727629386497,0.6913499355174851,-0.480000611590491,darin
jedoch darin,2.410672253857539,-0.11041766930893972,-0.29501970179157166,1.034329403363411,-0.13702114374456525,jedoch darin
Länder,10.260763954086169,0.3189403347194109,-0.7114308052385324,-0.05749198432718653,-1.5854427880634017,Länder
darin land,2.3691902803676084,-0.12121337458029015,-0.2776622925938986,1.0372522165668598,-0.11966373454689208,darin land
Russland,27.239904533791933,0.39225396098796134,-0.6607099468434071,-1.4156609191352068,-2.5617984682721384,Russland
land russland,2.3426107519434956,-0.1277905332320493,-0.2663800630681952,1.0377560441157425,-0.10838150502118876,land russland
finden,3.1784286184677226,-0.21993634046651203,0.23418971380567163,0.7213921555019912,-0.4135024211563633,finden
russland find,2.317873408862276,-0.1336133594342713,-0.2557641808783462,1.0371289538270145,-0.09776562283133985,russland find
find bereit,2.2964863233140695,-0.13837895238895825,-0.24649431899531526,1.0356504512388605,-0.088495760948309,find bereit
Europäischen,6.8718690695791045,-0.05509493890647041,0.3517577968509203,-0.0781403984309829,-1.1845516233918254,Europäischen
bereit europäisch,2.2649669947295665,-0.14488408474893485,-0.23267423664266385,1.031735546365185,-0.07467567859565748,bereit europäisch
Union,5.732989512818043,-0.19669822469310566,-0.10771433416095903,0.09269992113950223,0.7806084227433651,Union
europäisch union,3.250890514070692,0.12926036705193367,-0.5940430128159225,0.6600080826593192,-0.43604445476891607,europäisch union
Geschäfte,2.8358408421912897,0.047738513565474164,-0.4574525362472955,0.7919646242617508,-0.2994539782002892,Geschäfte
union geschäft,2.2411896222398764,-0.14933641440508866,-0.2221208559274055,1.0272963045816408,-0.06412229788039914,union geschäft
EuropeDecoded,2.2177218177300073,-0.15331137330481187,-0.2115945104194474,1.0215635788750654,-0.053595952372441066,EuropeDecoded
europedecoded nan,2.204550306520679,-0.15534958934318305,-0.20563759515584099,1.0177263838300905,-0.047639037108834506,europedecoded nan
Gas,289.1280510298461,0.5033898937145286,-1.8815001197554533,-2.746305804447798,-1.9490282100975949,Gas
europa gas,4.4832199778975355,0.357249392139207,-0.9154555829969359,-0.7161824344268971,-0.7574570249499293,europa gas
geben,10.503694334308221,0.28741809076634295,-0.21231897084239665,-1.567567937751632,-1.6088425282746646,geben
gas geb,3.7090991615927202,0.3083847513480933,-0.7259030832256472,-0.5266299346556085,-0.5679045251786408,gas geb
geb gas,3.14549158030049,0.25501995850889736,-0.5610842329571281,-0.36181108438708925,-0.40308567491012165,geb gas
bekommen,8.06075747232887,-0.04334097768620949,-0.9417864090912768,-0.1872070718163038,1.0595654907074106,bekommen
gas bekomm,2.5872716978084913,0.1739938349904597,-0.3657179716448964,-0.1664448230748576,-0.2077194135978899,gas bekomm
bekomm euronews,2.3311353937434665,0.12032435588125642,-0.26146949201800573,-0.06219634344796692,-0.10347093397099927,bekomm euronews
Der,84.57734207614378,0.1849497526203055,0.014942720161972699,-2.5348428069761417,-0.6738339459655306,Der
euronews der,2.232098602097231,0.09530306318476109,-0.21805626978733147,-0.018783121217292705,-0.060057711740325155,euronews der
Ukraine-Krieg,8.313756555568824,0.020442773159906467,0.17416069867918427,0.19164756477576678,-1.3750270507676237,Ukraine-Krieg
der ukraine-krieg,3.3218046621586326,0.09236281460528857,0.031053741542597386,-0.41634910929261354,-0.4576236998156458,der ukraine-krieg
beschert,3.4955038382491033,0.29050386685043034,-0.6665915747008483,-0.4673184261308095,-0.5085930166538418,beschert
ukraine-krieg bescher,3.4955038382491033,0.29050386685043034,-0.6665915747008483,-0.4673184261308095,-0.5085930166538418,ukraine-krieg bescher
bescher europa,2.4385638983271094,0.14456342251374332,-0.3065233494497796,-0.10725020087974085,-0.1485247914027732,bescher europa
europa energiekrise,2.052401699975732,0.0416744203443648,-0.13412471804924586,0.06514843052079296,0.02387383999776035,europa energiekrise
Erkenntnis,2.00445149169227,0.025168445069896322,-0.11048450278024033,0.08878864578979839,0.047514055266766074,Erkenntnis
energiekrise erkenntnis,2.00445149169227,0.025168445069896322,-0.11048450278024033,0.08878864578979839,0.047514055266766074,energiekrise erkenntnis
erkenntnis die,1.9858816579145517,0.01848489242220522,-0.10117702536485601,0.09809612320518286,0.05682153268215033,erkenntnis die
EU-Staaten,5.812410304250336,0.4081837118840082,-1.1751093889447468,-0.975836240374708,-1.0171108308977403,EU-Staaten
die eu-staat,1.9803760995690194,0.0164705278969604,-0.09840082562280968,0.1008723229472291,0.05959773242419678,die eu-staat
müssen,21.906918506030806,0.16492479901978452,-0.5839286173388498,-1.2223862889290078,0.48414808961362393,müssen
eu-staat müss,1.9666656774393734,0.011387163936140096,-0.09145360892367202,0.10781953964636691,0.06654494912333449,eu-staat müss
gemeinsam,4.83518764806352,0.3737457915088881,-0.9910339881837176,-0.7917608396136788,-0.8330354301367111,gemeinsam
müss gemeinsam,1.9588738690687206,0.0084547805172441,-0.08748380120110494,0.1117893473689339,0.07051475684590147,müss gemeinsam
handeln,2.257035620528435,0.10187063024654697,-0.22916632963367478,-0.029893181063636046,-0.07116777158666826,handeln
gemeinsam handel,1.9487850434416103,0.0046100914809050755,-0.08232017342828458,0.11695297514175412,0.0756783846187218,gemeinsam handel
EuropeNews,1.9397330608338295,0.0011136765523765122,-0.07766441577665911,0.12160873279337979,0.08033414227034744,EuropeNews
europenews nan,1.9307756774979805,-0.0023907159223742524,-0.07303587729096761,0.1262372712790712,0.08496268075603888,europenews nan
Gas-Embargo,3.14549158030049,0.25501995850889736,-0.5610842329571281,-0.36181108438708925,-0.40308567491012165,Gas-Embargo
Was,15.662581992045714,0.20839158063101748,-0.28940289255353396,-0.45135668138028934,-0.5136664553303156,Was
gas-embargo was,2.416857355789662,0.13988535900808824,-0.29758213260673255,-0.09830898403669378,-0.1395835745597261,gas-embargo was
Thyssenkrupp,2.345844728467563,0.12381046622352511,-0.26775961206913007,-0.06848646349909136,-0.10976105402212366,Thyssenkrupp
was thyssenkrupp,2.345844728467563,0.12381046622352511,-0.26775961206913007,-0.06848646349909136,-0.10976105402212366,was thyssenkrupp
BASF,3.2429565878894855,0.2658032146703159,-0.591599490508023,-0.39232634193798427,-0.43360093246101666,BASF
thyssenkrupp basf,2.2007219485011307,0.0867638134325061,-0.2038995146188439,-0.004626366048805159,-0.04590095657183751,thyssenkrupp basf
Energie-Embargo,2.475148813070647,0.15221496874138885,-0.32141457038348237,-0.1221414218134436,-0.16341601233647604,Energie-Embargo
fürchten,4.9297459459995,-0.013715046794816702,-1.010401504152307,0.8674553774203102,0.4901263168254525,fürchten
energie-embargo fürcht,2.0425016898188493,0.03835194759424454,-0.12928942475753188,0.06998372381250705,0.028709133289474706,energie-embargo fürcht
manager,2.018931325384779,0.030264536020135156,-0.11768237425640123,0.08159077431363762,0.04031618379060518,manager
fürcht manager,2.018931325384779,0.030264536020135156,-0.11768237425640123,0.08159077431363762,0.04031618379060518,fürcht manager
magazin,2.00445149169227,0.025168445069896322,-0.11048450278024033,0.08878864578979839,0.047514055266766074,magazin
manager magazin,2.00445149169227,0.025168445069896322,-0.11048450278024033,0.08878864578979839,0.047514055266766074,manager magazin
Nach,16.74361379162905,0.2570772186467678,-0.1450344293660897,-2.0338578205063738,-1.0758814026433652,Nach
magazin nach,1.9917070589062642,0.02059978381733636,-0.1041061392433709,0.09516700932666798,0.053892418803635454,magazin nach
schrecklichen,1.9790462882036381,0.015981686719816167,-0.09772910571765914,0.10154404285237971,0.06026945232934724,schrecklichen
nach schrecklich,1.9790462882036381,0.015981686719816167,-0.09772910571765914,0.10154404285237971,0.06026945232934724,nach schrecklich
Bildern,1.9621332909504745,0.009685317810911757,-0.08914634477702918,0.11012680379300949,0.06885221326997723,Bildern
schrecklich bild,1.9621332909504745,0.009685317810911757,-0.08914634477702918,0.11012680379300949,0.06885221326997723,schrecklich bild
ukrainischen,3.779144144223415,-0.11308053174374583,0.03497489219147414,0.8247084841439626,-0.586613058753371,ukrainischen
bild ukrainisch,1.9459689607278672,0.003527145377796339,-0.08087408301976456,0.11839906555027413,0.07712447502724161,bild ukrainisch
Stadt,8.82622985210062,-0.1373262605890315,-0.9921982681894924,1.226630416079394,0.4002955873975049,Stadt
ukrainisch stadt,2.8310508656560267,0.11352239521128368,-0.10468558068707728,-0.2564888744566224,-0.29776346497965467,ukrainisch stadt
Butscha,1.9300073073203854,-0.0026934156386148843,-0.0726378387631552,0.12663530980688356,0.08536071928385122,Butscha
stadt butscha,1.9300073073203854,-0.0026934156386148843,-0.0726378387631552,0.12663530980688356,0.08536071928385122,stadt butscha
steigt,9.075808101674827,0.12462301333573203,-0.2115875832544449,0.1765540543073985,-0.5317062264547209,steigt
butscha steig,1.9241084095074936,-0.005028418088614238,-0.06957674623117305,0.12969640233886556,0.08842181181583342,butscha steig
Druck,4.820535780576149,0.19469820444321767,-0.9879991293579836,-0.7887259807879448,0.5686746163401811,Druck
steig druck,1.9166497592093323,-0.008009316521414145,-0.06569279449731734,0.1335803540727213,0.09230576354968913,steig druck
Bundesregierung,30.318091653359012,0.35244734624301033,-0.47512071045926696,-2.6275855197078335,-1.3263308473001127,Bundesregierung
druck bundesregierung,1.9234005211168355,-0.0053099572117180725,-0.06920877390860808,0.13006437466143062,0.08878978413839833,druck bundesregierung
bundesregierung russland,1.9363639628762157,-0.00019917114836769063,-0.07592601821567763,0.12334713035436107,0.0820725398313287,bundesregierung russland
russland energie-embargo,2.0879262948409503,0.05325058668212557,-0.15128541966884154,0.04798772890119716,0.006713138378164854,russland energie-embargo
bestrafen,1.9751620673244745,0.014548694319449645,-0.09576450406835683,0.10350864450168212,0.062234053978649534,bestrafen
energie-embargo bestraf,1.9751620673244745,0.014548694319449645,-0.09576450406835683,0.10350864450168212,0.062234053978649534,energie-embargo bestraf
die deutsch,7.662384762417199,0.15292096232630303,0.12492527517202645,-1.2521641630938458,-1.2934387536168783,die deutsch
Industrie,10.408166279664952,0.3055633289960849,-0.2843461748503039,-1.5584316183296953,-1.5997062088527276,Industrie
deutsch industrie,3.0210517629881837,0.08241340231339597,0.01099664267269609,-0.32144593775354113,-0.3627205282765736,deutsch industrie
spricht,5.882304500244755,0.01563767433549559,0.3436184828837751,-0.9877895080467007,-1.0290640985697328,spricht
industrie sprech,2.0311861715037685,0.03450097436666625,-0.12373399301966946,0.07553915555036914,0.034264565027336935,industrie sprech
mehrheitlich,2.063175602189851,0.045241632518263096,-0.13936039996436886,0.0599127486056698,0.01863815808263747,mehrheitlich
sprech mehrheitlich,2.063175602189851,0.045241632518263096,-0.13936039996436886,0.0599127486056698,0.01863815808263747,sprech mehrheitlich
sofortigen,2.1624335627120543,0.07590299361746498,-0.18634828658382377,0.012924861986215076,-0.028349728536817356,sofortigen
mehrheitlich sofortig,2.1624335627120543,0.07590299361746498,-0.18634828658382377,0.012924861986215076,-0.028349728536817356,mehrheitlich sofortig
Lieferstopp,3.5005446758091554,0.29095491551677305,-0.6680326277244956,-0.4687594791544567,-0.5100340696774892,Lieferstopp
sofortig lieferstopp,2.2408898623971085,0.09764000758561478,-0.22198709665595925,-0.022713948085920553,-0.06398853860895289,sofortig lieferstopp
lieferstopp gas,3.14549158030049,0.25501995850889736,-0.5610842329571281,-0.36181108438708925,-0.40308567491012165,lieferstopp gas
Gründe,4.728994448187032,0.14437070568524904,0.03351530617620726,-0.7695534907751589,-0.8108280812981912,Gründe
das grund,2.280891472754188,0.1079802049346396,-0.2396804130461865,-0.0404072644761477,-0.08168185499918,das grund
Konzernchefinnen,2.1869460561865455,0.08291346923870338,-0.197620125400717,0.0016530231693219054,-0.03962156735371044,Konzernchefinnen
grund konzernchefin,2.1869460561865455,0.08291346923870338,-0.197620125400717,0.0016530231693219054,-0.03962156735371044,grund konzernchefin
-chefs,2.0879262948409503,0.05325058668212557,-0.15128541966884154,0.04798772890119716,0.006713138378164854,-chefs
konzernchefin -chefs,2.0879262948409503,0.05325058668212557,-0.15128541966884154,0.04798772890119716,0.006713138378164854,konzernchefin -chefs
Zurück,2.610726110948125,-0.19680638992995972,-0.3747424357487677,-0.17546928717872895,1.0646639142402956,Zurück
Thema,10.333112464027327,-0.15471877903933792,0.27740661055428256,-0.19660220925723168,0.1306592920288727,Thema
